id	surface	status	kind	name	obligation	verification	upstream	reference	finding	class
spawn-14	spawn	VERIFIED	behavior	-	Pass the parent model and child role into the child environment as PSTACK_PARENT_MODEL and PSTACK_CHILD_ROLE.	test@tests/layers/01-unit/spawn-contracts.test.ts@spawn-14	mechanism:task	extensions/subagents/child-runner.ts:396	-	ADAPTED-EQUIVALENT
spawn-15	spawn	VERIFIED	behavior	-	Never inherit the parent conversation history into the child process.	test@tests/layers/01-unit/spawn-contracts.test.ts@spawn-15	mechanism:history-inheritance	extensions/subagents/child-runner.ts:525	-	ADAPTED-EQUIVALENT
spawn-16	spawn	VERIFIED	behavior	-	Never inherit the parent MCP bindings into the child process.	test@tests/layers/01-unit/spawn-contracts.test.ts@spawn-16	mechanism:mcp	extensions/subagents/index.ts:286	-	ADAPTED-EQUIVALENT
spawn-17	spawn	VERIFIED	behavior	-	Enforce a global child concurrency cap defaulting to 8 and clamp the PSTACK_MAX_CONCURRENCY override to 1 through 32.	test@tests/layers/01-unit/child-runner-units.test.ts@childConcurrencyStats reports the idle cap and task ceiling	mechanism:task	extensions/subagents/child-runner.ts:25	-	ADAPTED-EQUIVALENT
spawn-18	spawn	VERIFIED	behavior	-	Deliver the background completion as a follow-up message carrying the job id, role, model, exit code, and sessionDir.	test@tests/layers/01-unit/spawn-contracts.test.ts@spawn-18	mechanism:task	extensions/subagents/index.ts:128	-	ADAPTED-EQUIVALENT
spawn-19	spawn	VERIFIED	behavior	-	Return the foreground result inline as a pstack_spawn summary with role, model, exit code, and sessionDir.	test@tests/layers/01-unit/spawn-contracts.test.ts@spawn-19	mechanism:task	extensions/subagents/index.ts:278	-	ADAPTED-EQUIVALENT
spawn-20	spawn	VERIFIED	behavior	-	Resolve synchronous execution for routed skills that consume a child result inline (how, why, interrogate, reflect, no-comments), either by passing background:false at those call sites or by resolving the default to sync for those roles.	test@tests/layers/01-unit/child-runner-units.test.ts@only poteto-agent detaches by default	mechanism:task	extensions/subagents/child-runner.ts:563	#1	ADAPTED-EQUIVALENT
jobs-01	jobs	VERIFIED	tool	pstack_jobs	Register a tool named pstack_jobs that lists, polls, awaits, and aborts detached spawn jobs.	test@tests/layers/02-integration/extension-load.test.mjs@scripted tool call executes	mechanism:durable-jobs	extensions/subagents/index.ts:385	-	ADAPTED-EQUIVALENT
jobs-02	jobs	VERIFIED	behavior	-	Accept action list, status, await, abort, or cancel and require an id for every action except list.	test@tests/layers/01-unit/jobs-contracts.test.ts@jobs-02	mechanism:durable-jobs	extensions/subagents/index.ts:412	-	ADAPTED-EQUIVALENT
jobs-03	jobs	VERIFIED	behavior	-	Print the list header with active, cap, and waiting counts and order rows by start time.	test@tests/layers/01-unit/jobs-contracts.test.ts@jobs-03	mechanism:durable-jobs	extensions/subagents/index.ts:139	-	ADAPTED-EQUIVALENT
jobs-04	jobs	VERIFIED	behavior	-	Show status output truncated to 8000 characters and fail with unknown job for a missing id.	test@tests/layers/01-unit/jobs-contracts.test.ts@jobs-04	mechanism:durable-jobs	extensions/subagents/index.ts:168	-	ADAPTED-EQUIVALENT
jobs-05	jobs	VERIFIED	behavior	-	Await a job to a terminal state by polling and throw a timeout error when the deadline passes.	test@tests/layers/01-unit/jobs-contracts.test.ts@jobs-05	mechanism:durable-jobs	extensions/subagents/child-runner.ts:750	-	ADAPTED-EQUIVALENT
jobs-06	jobs	VERIFIED	behavior	-	Track each job through queued, running, done, failed, and aborted states and let abort flip a queued or running job to aborted.	test@tests/layers/01-unit/child-runner-units.test.ts@background job registry lists, aborts, and clears jobs	mechanism:durable-jobs	extensions/subagents/child-runner.ts:641	-	ADAPTED-EQUIVALENT
jobs-07	jobs	VERIFIED	behavior	-	Keep job records queryable across follow-ups within the session and abort all jobs on session shutdown.	test@tests/layers/01-unit/jobs-contracts.test.ts@jobs-07	mechanism:durable-jobs	extensions/subagents/index.ts:418	-	ADAPTED-EQUIVALENT
swarm-01	swarm	VERIFIED	tool	pstack_swarm	Register a tool named pstack_swarm that runs N parallel workers and aggregates one report.	test@tests/layers/01-unit/swarm-contracts.test.ts@swarm-01	skills/swarm/SKILL.md	extensions/orchestration/swarm.ts:91	-	EXACT-CONTRACT
swarm-02	swarm	VERIFIED	behavior	-	Always isolate each worker in a unique worktree even when N equals 1.	test@tests/layers/01-unit/swarm-contracts.test.ts@swarm-02	skills/swarm/SKILL.md	extensions/orchestration/swarm.ts:120	-	EXACT-CONTRACT
swarm-03	swarm	VERIFIED	behavior	-	Order the report by the declared selection rule (coverage, first-pass, rank-all, or best-of), name the worker the rule selects, and refuse an unknown rule.	test@tests/layers/01-unit/swarm-selection.test.ts@ranks and picks per the declared rule	skills/swarm/SKILL.md	extensions/orchestration/swarm.ts:66	-	EXACT-CONTRACT
swarm-04	swarm	VERIFIED	behavior	-	Cap the worker count at 8 and correct the routed skill text that says N is total workers rather than the Pi concurrency cap.	test@tests/layers/01-unit/swarm-selection.test.ts@cap is 8 and the routed skill states it	skills/swarm/SKILL.md	extensions/orchestration/swarm.ts:176	#6	EXACT-CONTRACT
swarm-05	swarm	VERIFIED	behavior	-	Provide a synchronous barrier that returns only after all workers complete and their results are aggregated into one report.	test@tests/layers/01-unit/swarm-contracts.test.ts@swarm-05	skills/swarm/SKILL.md	extensions/orchestration/swarm.ts:68	-	EXACT-CONTRACT
arena-01	arena	VERIFIED	tool	pstack_arena	Register a tool named pstack_arena that runs N parallel candidates and requires a shared prompt with one to eight candidates.	test@tests/layers/01-unit/arena-contracts.test.ts@arena-01	skills/arena/SKILL.md	extensions/orchestration/arena.ts:141	-	EXACT-CONTRACT
arena-02	arena	VERIFIED	behavior	-	Always isolate each candidate in a unique worktree even when N equals 1.	test@tests/layers/01-unit/arena-contracts.test.ts@arena-02	skills/arena/SKILL.md	extensions/orchestration/arena.ts:171	-	EXACT-CONTRACT
arena-03	arena	VERIFIED	behavior	-	Plumb a per-candidate output path into the child prompt so the candidate writes its artifact there.	test@tests/layers/01-unit/arena-contracts.test.ts@arena-03	skills/arena/SKILL.md	extensions/orchestration/arena.ts:59	-	EXACT-CONTRACT
arena-04	arena	VERIFIED	behavior	-	Resolve the cross-judge model from judgeModel or the arena cross-judge pool and force its tools to the readonly allowlist.	test@tests/layers/01-unit/arena-contracts.test.ts@arena-04	skills/arena/SKILL.md	extensions/orchestration/arena.ts:93	-	EXACT-CONTRACT
arena-05	arena	VERIFIED	behavior	-	Append the cross-judge verdict to the report as a cross-judge section naming the judge model.	test@tests/layers/01-unit/arena-contracts.test.ts@arena-05	skills/arena/SKILL.md	extensions/orchestration/arena.ts:121	-	EXACT-CONTRACT
models-01	models	VERIFIED	command	/setup-pstack	Provide a command /setup-pstack that writes the chosen budget into the HOME pstack-models.json config.	test@tests/layers/05-rpc/setup-pstack-ui.test.mjs@setup-pstack writes the chosen budget to the HOME config	skills/setup-pstack/SKILL.md	extensions/models/index.ts:99	-	ADAPTED-EQUIVALENT
models-02	models	VERIFIED	behavior	-	Leave the config file unwritten when the confirm is rejected.	test@tests/layers/05-rpc/setup-pstack-ui.test.mjs@setup-pstack cancelled on a rejected confirm does not write	skills/setup-pstack/SKILL.md	extensions/models/index.ts:85	-	ADAPTED-EQUIVALENT
models-03	models	VERIFIED	behavior	-	Read the project-level .pi/pstack-models.json before the user-level file when resolving a role model at spawn.	test@tests/layers/01-unit/models-role-cwd.test.ts@reads the project model config when given a cwd	skills/setup-pstack/SKILL.md	extensions/models/config.ts:142	-	ADAPTED-EQUIVALENT
models-04	models	VERIFIED	behavior	-	Require a config with version 1 and an object roles map, skipping malformed files.	test@tests/layers/01-unit/models-contracts.test.ts@models-04	skills/setup-pstack/SKILL.md	extensions/models/config.ts:14	-	ADAPTED-EQUIVALENT
models-05	models	VERIFIED	behavior	-	Write per-role defaults that map code roles to the detected provider/id or inherit-parent and judgment roles to the mapped judgment model.	test@tests/layers/01-unit/models-contracts.test.ts@models-05	skills/setup-pstack/SKILL.md	extensions/models/config.ts:207	-	ADAPTED-EQUIVALENT
models-06	models	VERIFIED	behavior	-	Pick array role values by index clamped to the array length so the list length sets the fan-out.	test@tests/layers/01-unit/models-contracts.test.ts@models-06	skills/setup-pstack/SKILL.md	extensions/models/config.ts:146	-	ADAPTED-EQUIVALENT
models-07	models	VERIFIED	behavior	-	Append the validated model roles section to the system prompt on every before_agent_start.	test@tests/layers/01-unit/models-contracts.test.ts@models-07	skills/setup-pstack/SKILL.md	extensions/models/index.ts:109	-	ADAPTED-EQUIVALENT
models-08	models	VERIFIED	behavior	-	Detect the preferred model from PI_MODEL or PSTACK_DEFAULT_MODEL then from the Pi agent settings files.	test@tests/layers/01-unit/models-contracts.test.ts@models-08	skills/setup-pstack/SKILL.md	extensions/models/config.ts:156	-	ADAPTED-EQUIVALENT
